file name,visibility,x-coordinate,y-coordinate,status,shot,image_data,game,clip
0010.jpg,1,593.0,278.0,0.0,5.0,"[[[ 25  13   0]
  [ 28  16   0]
  [ 17   6   0]
  ...
  [ 17   8   4]
  [ 18   8  14]
  [  9   0   8]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 69  58  44]
  ...
  [ 94  85  81]
  [ 88  76  82]
  [ 76  65  75]]

 [[154 144 126]
  [147 137 119]
  [123 112  98]
  ...
  [184 173 169]
  [160 148 154]
  [141 127 138]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0011.jpg,1,592.0,271.0,0.0,5.0,"[[[ 25  13   0]
  [ 28  16   0]
  [ 17   6   0]
  ...
  [ 17   8   4]
  [ 18   8  14]
  [  9   0   8]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 69  58  44]
  ...
  [ 94  85  81]
  [ 88  76  82]
  [ 76  65  75]]

 [[154 144 126]
  [147 137 119]
  [123 112  98]
  ...
  [184 173 169]
  [160 148 154]
  [141 127 138]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0012.jpg,1,591.0,265.0,0.0,5.0,"[[[ 25  13   0]
  [ 28  16   0]
  [ 17   6   0]
  ...
  [ 17   8   5]
  [ 18   9  12]
  [  9   0   6]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 69  58  44]
  ...
  [ 94  85  82]
  [ 88  77  80]
  [ 76  65  73]]

 [[154 144 126]
  [147 137 119]
  [123 112  98]
  ...
  [184 172 170]
  [160 149 152]
  [141 128 136]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0013.jpg,1,590.0,259.0,0.0,5.0,"[[[ 22  10   0]
  [ 27  15   0]
  [ 17   6   0]
  ...
  [ 17   8   5]
  [ 18   9  12]
  [  9   0   6]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 68  57  43]
  ...
  [ 94  85  82]
  [ 88  77  80]
  [ 76  65  73]]

 [[155 145 127]
  [147 137 119]
  [122 111  97]
  ...
  [184 172 170]
  [160 149 152]
  [141 128 136]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0014.jpg,1,590.0,257.0,0.0,5.0,"[[[ 22  10   0]
  [ 27  15   0]
  [ 17   6   0]
  ...
  [ 23  14  10]
  [ 19   8  11]
  [  9   0   5]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 68  57  43]
  ...
  [100  89  85]
  [ 88  77  80]
  [ 70  60  66]]

 [[155 145 127]
  [147 137 119]
  [122 111  97]
  ...
  [182 171 167]
  [159 145 149]
  [133 121 127]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0015.jpg,1,589.0,253.0,0.0,5.0,"[[[ 22  10   0]
  [ 27  15   0]
  [ 17   6   0]
  ...
  [ 23  14  10]
  [ 19   8  11]
  [  9   0   5]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 68  57  43]
  ...
  [100  89  85]
  [ 88  77  80]
  [ 70  60  66]]

 [[155 145 127]
  [147 137 119]
  [122 111  97]
  ...
  [182 171 167]
  [159 145 149]
  [133 121 127]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0016.jpg,1,587.0,252.0,0.0,5.0,"[[[ 22  10   0]
  [ 27  15   0]
  [ 19   6   0]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 70  57  43]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[159 145 127]
  [151 137 119]
  [124 111  97]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0017.jpg,1,586.0,252.0,0.0,5.0,"[[[ 22  10   0]
  [ 27  15   0]
  [ 19   6   0]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 70  57  43]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[159 145 127]
  [151 137 119]
  [124 111  97]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0018.jpg,1,585.0,252.0,0.0,5.0,"[[[ 22  10   0]
  [ 27  15   0]
  [ 19   6   0]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 70  57  43]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[159 145 127]
  [151 137 119]
  [124 111  97]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 151 129]
  [113 151 129]
  [113 151 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0019.jpg,1,585.0,255.0,0.0,5.0,"[[[ 22  10   0]
  [ 27  15   0]
  [ 19   6   0]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 88  76  58]
  [ 87  75  57]
  [ 70  57  43]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[159 145 127]
  [151 137 119]
  [124 111  97]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0020.jpg,1,584.0,258.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0021.jpg,1,583.0,263.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0022.jpg,1,583.0,269.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0023.jpg,1,581.0,276.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0024.jpg,1,581.0,286.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 129]
  [110 152 129]
  [110 152 129]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0025.jpg,1,580.0,294.0,1.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[110 152 127]
  [110 152 127]
  [110 152 127]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 127]
  [110 152 127]
  [110 152 127]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[110 152 127]
  [110 152 127]
  [110 152 127]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0026.jpg,1,616.0,282.0,1.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0027.jpg,1,655.0,265.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0028.jpg,1,683.0,255.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0029.jpg,1,709.0,246.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 26  13  11]
  [ 22   6  13]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [103  88  86]
  [ 91  75  82]
  [ 75  58  69]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [187 169 170]
  [164 143 151]
  [138 118 130]]

 ...

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0030.jpg,1,743.0,238.0,0.0,5.0,"[[[ 32  20   2]
  [ 40  28  10]
  [ 30  17   3]
  ...
  [ 28  10   9]
  [ 24   8  15]
  [ 13   0   8]]

 [[ 94  82  64]
  [ 94  82  64]
  [ 77  64  50]
  ...
  [105  87  86]
  [ 95  77  84]
  [ 76  59  70]]

 [[162 148 130]
  [152 138 120]
  [126 113  99]
  ...
  [190 169 171]
  [165 144 152]
  [138 118 130]]

 ...

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0031.jpg,1,760.0,234.0,0.0,5.0,"[[[ 32  20   2]
  [ 39  26  10]
  [ 27  14   0]
  ...
  [ 28  10   9]
  [ 26   8  15]
  [ 14   0   8]]

 [[ 94  82  64]
  [ 95  82  66]
  [ 77  64  50]
  ...
  [105  87  86]
  [ 95  77  84]
  [ 76  59  70]]

 [[159 145 127]
  [153 138 122]
  [126 113  99]
  ...
  [190 169 171]
  [165 144 152]
  [138 118 130]]

 ...

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [113 152 130]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
0032.jpg,1,770.0,233.0,0.0,5.0,"[[[ 32  20   2]
  [ 39  26  10]
  [ 27  14   0]
  ...
  [ 28  10   9]
  [ 23   9  15]
  [ 11   0   8]]

 [[ 94  82  64]
  [ 95  82  66]
  [ 77  64  50]
  ...
  [105  87  86]
  [ 93  77  84]
  [ 73  59  70]]

 [[159 145 127]
  [153 138 122]
  [126 113  99]
  ...
  [188 170 171]
  [161 145 152]
  [135 119 130]]

 ...

 [[113 152 130]
  [113 152 130]
  [114 153 131]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [114 153 131]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]

 [[113 152 130]
  [113 152 130]
  [114 153 131]
  ...
  [114 152 130]
  [114 152 130]
  [114 152 130]]]",1,1
